,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
1965,"['Kode Listingan : RJ3112AT20\t', '( Mohon Sebutkan Kode Listing atau Capture iklannya)\t', ' ', 'Luas Tanah                          \t: 52 m² / 4x13', 'Luas Bangunan                  \t: 135 m² ( 3 lantai )', 'Luas Bangunan                  \t: 2', 'Kamar Mandi                      \t: 3', 'Sertifikat\t: SHM', 'Hadap\t: ', ' ', 'Jarang ada yang jual dan lokasi langka\t', 'Akses tanah dekat dengan Pintu Masuk dan Keluar tol\t', 'Sertifikat dan surat lain nya lengkap\t', ' ', 'Andre Tjhia,  Andre Tjhia,  Andre Tjhia \t', '* Siap membantu Anda *\t', ' ', 'Hub. ANDRE TJHIA (nego pemilik)']",,2,3,3,135,Kembangan,52,1.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1966,"['Jual cepat', 'Cocok untuk investasi', 'Jual rumah lokasi strategis', 'Akses mobil', 'Dalam komplek', 'LT.97m LB 200m', '3 tingkat', 'Kt.4 km.2', 'Garasi', 'Bangunan lama', 'Surat ajb dibantu sampai shm', 'Garasi mobil', 'Jl. Howitzer raya sumur batu', 'Belakang cempaka mas']","['AC', 'Garasi']",4,2,3,200,Kemayoran,97,975.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1967,"['Telah Hadir Perumahan mewah dan asri terletak di lokasi yang strategis dan dekat Cibubur !', None, 'UNIT READY !', None, 'HARGA SUDAH TERMASUK BIAYA NOTARIS, AJB, dan BALIK NAMA.', None, '- Luas Tanah 73 m2 dan 78 m2', '- Luas Bangunan 70 m2 dan 76 m2', None, 'PROMO', '- Harga mulai dari 800 jutaan sampai 899 juta !', '- DP mulai dari 25 juta atau sesukanya !', '- Free Toren Air dan Jet Pump', '- Surat SHM dan IMB Lengkap', '- Bekerja sama dengan bank terkemuka di Indonesia', None, 'Fasilitas :', '- One Gate System', '- Dekat dengan Sekolah', '- Terletak di daerah yang sangat strategis dan mudah di akses', '- Menggunakan material berkualitas tinggi dan desain konstruksi yang kokoh', '- Dilengkapi dengan keamanan dan CCTV 24 Jam', '- Lokasi dekat dengan Layanan Transportasi Publik, Pusat Pendidikan, Pusat Kesehatan, dan Pusat Perbelanjaan', '- Lokasi jauh dari kebisingan dan sangat asri', None, 'Spek Bangunan:', '- Pondasi : Batu Kali & Beton Bertulang', '- Dinding : Bata Ringan ( TEBAL 10 CM ), finishing di ACI & Plester', '- Lantai : Granite Tile Uk. 60 x 60', '- Sanitair : Kloset Duduk Merk TOTO', '- Kusen : Alumunium Putih Merk ALEXINDO', '- Pintu : Solid Door Kamper ( Utama ), Double Teakwood', '- Atap : Baja Ringan', '- Cat :', 'o Base : Wall Sealer', 'o Exterior : Dulux Exterior', 'o Interior : Dulux Interior', '- Plafond : Gypsum', '- Genteng : Genteng Keramik', '- Listrik : 2200 Watt', '- Air : Jet Pump', None, 'Keunggulan Lokasi', '- BEBAS BANJIR', '- 2.6 km / 8 menit menuju Trans Studio Mall Cibubur', '- 3.0 km / 9 menit menuju Stasiun LRT Cibubur', '- 2.3 km / 7 menit menuju Halte Busway Cibubur', '- 2.3 km / 7 menit menuju Cibubur Junction', '- 2.9 km / 8 menit menuju Gerbang Toll Cibubur arah Jakarta dan Bogor', '- 2.5 km / 7 menit menuju Taman Bunga Wiladatika', '- 3.0 km / 9 menit menuju Buperta Cibubur', '- 3.8 km / 11 menit menuju RS Meilia Hospital Cibubur & RS Permata Cibubur.', None, 'SEGERA HUBUNGI']","['AC', 'Carport', 'Fire Extenguisher', 'Garasi', 'Gordyn', 'Garden']",4,3,2,76,Cengkareng,78,850.000.000,SHM - Sertifikat Hak Milik,Rumah
1968,"['Di Jual/Di Sewakan RUMAH MEWAH di Kemang Jakarta Selatan ', None, 'Cocok utk Expat/ Office/ Kost. Lokasi sangat strategis di pinggir jalan raya.', 'Akses dekat ke Kemang, Mampang Prapatan, Kuningan, Blok M', 'Dekat Halte Busway', 'Bebas banjir.', None, '-Luas Tanah : 1050m2', '-Luas Bangunan : 800m2', '-Lantai : 1 + Basement', '-Kondisi : Semi Furnished', '-Kamar Tidur : 5', '-Kamar Mandi : 4', '-Kamar Pembantu : 3', '-Kamar Mandi Pembantu : 1', '-AC : 9 Unit', '-Garasi : 2', '-Carport : 6', '-Daya Listrik : 5.500 Watt', '-Telepon : 1 Line', '-Sertifikat : SHM ', '-Fasilitas : Kolam Renang, Taman.', None, '-Harga Sewa : Rp 275 juta/tahun (nego)', None, '-Nilai Investasi : 20M nepis', '*Catatan Njop sudah 23.4M', None, 'Hubungi kami:', 'Ubeproperty']","['AC', 'Carport', 'Garasi', 'Garden', 'Stove', 'Swimming Pool', 'Water heater']",8,5,2,800,Mampang Prapatan,1050,20.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1969,"['Perumahan grand tsm kini hadir di tajur halang bojong gede, dekat dengan perencanaan jalan pemda yg sudah tahap pengerjaan', None, 'Promo cukup bayar 2jt saja sudah bisa punya rumah berkualitas', None, 'Mau punya rumah yang cicilan masih 2 jutaan?', 'Di sini tempatnya', 'Kami menyediakan ratusan unit rumah kpr dengan harga yang amsih terbilang murah dan terjangkau', None, 'Spesifikasi', '-pondasi batu kali', '-dinding dobel hebel', '-lantai keramik 40x40', '-kusen almunium', '-plafon gypsum', '-rangka baja ringan', '-genteng flat metal', '-sumur bor', None, 'Yuk di survei mumpung unit masih tersedia']","['Carport', 'Garden']",2,1,1,36,Kebayoran Baru,84,330.000.000,SHM - Sertifikat Hak Milik,Rumah
1970,"['OPEN SALE !!', None, 'RUMAH CLUSTER MURAH - kepu gang 6 kec senen Jakarta pusat', '(Cluster 2 lantai - tersedia 3 unit)', None, 'Price Start : Rp 485 juta s.d 500jt', 'Legal document :SHM & IMB', 'Payment : Cash bertahap,cash keras.', 'Booking fee : Rp 10 juta', None, 'Luas tanah : 21 M2 s.d 24M2', 'Luas bangunan: 40 m2 s.d 45m2', None, 'Spesifikasi :', '2 lantai', '2 kamar tidur', '1 Kamar mandi', '1 Dapur', 'Listrik 2200watt', 'Air PDAM', 'Instalasi AC', None, 'Other Spec :', 'Pondasi Plat beton', 'Dinding hebel (dua dinding)', 'Lantai keramik granit', 'Jendela aluminium', 'Rangka Atap baja ringan', 'Plafon gipsum', 'Sanitasi amrican standart', None, 'PESAN SEGERA SEBELUM KEHABISAN', 'UNIT TERBATAS 2 BULAN SOLD OUT dan UNIT NYA LAKU KERAS.', None, '*Tersedia Projeck kami yg lain :', None, '- kepu timur VI Kemayoran bangunan dua lantai akses motor harga start 495jt discount 5%.', None, '-projeck rumah Johar Baru Jakarta pusat tahap bangun hampir siap huni', '(Harga start 435jt-795jt)', None, '*Tersedia Projeck Rumah cempaka putih tengah (indent) Jakarta pusat akses motor harga start 480jt .lokasi belakng KFC cempaka putih .tersedia 4 unit lagi', None, '-project rumah Menteng Cikini lokasi elite samping TIM taman Ismail Marzuki tahap bangun sudah 80%  Tersedia 1 unit saja.  ', '(Harga 1.78M)', None, 'Khusus Projek (Johar baru) dgn Pembelian nya dengan cara bayar Cash Keras akan mendapatkan Discount AC 1/2 PK ( tidak berlaku untuk cash bertahap dan KPR)', None, 'More Info Hubungi :', None, 'R. VIKOR', 'Marketing inhouse(WA/Call)']","['AC', 'Garasi', 'PAM']",2,1,2,22,Cempaka Putih,43,485.000.000,SHM - Sertifikat Hak Milik,Rumah
1971,,,,,,,,,,,
1972,"['Dijual Rumah siap huni, lokasi nyaman dan aman, BEBAS BANJIR dan strategis dekat ke Jl. TB Simatupang, Akses Toll JORR, dekat Stasiun KA Tanjung Barat dan Aeon Mall', None, 'Berminat segera hubungi saya.', None, 'Terima kasih']","['AC', 'Carport', 'Garasi', 'Water heater']",4,3,2,350,Pasar Minggu,220,3.990.000.000,SHM - Sertifikat Hak Milik,Rumah
1973,"['* * * * WANT TO SALE! * * * *', '《《  KEBAYORAN BARU  》》 ', 'Jl. MAHAKAM RAYA, JAKSEL', 'T/B. 514 / 359 || SHM || 20 × 26', 'NORTH WEST / BARAT LAUT', None, '** JARANG ADA!! **', '#IDR. 52M (MASI NEGO)', None, 'Dekat: Darmawangsa, Pulo, Kramat Pela, Blok M, Gandaria, Kebayoran Baru, Kebayoran Lama, Senayan, Sudirman, Grogol, Permata Hijau, Gunung, Pondok Indah, Cipete, Fatmawati, Barito', None, 'Untuk Informasi - Transaksi - Survey hub : ', 'WENDY LIM - [no telp di atas]', None, 'Apabila bpk/ibu sedang mencari Property Butuh bantuan untuk Memasarkan Property :', '( Gedung / Rumah/ Apartment / Ruko / Office Space / Tanah / Pabrik / Gudang / Hotel / Villa )']",,4,3,,359,Kebayoran Baru,514,52.000.000.000,,Rumah
1974,['Rukam baru di renov .lok perbatasan perum Permata depok jl padat karya dekat kelurahan lt 60 lb 50 SHM akses bisa mobil dpn rumah ada tnh kosong.'],,2,1,1,50,Pancoran,60,250.000.000,SHM - Sertifikat Hak Milik,Rumah
1975,"['Dijual Rumah di Cipinang / Rawamangun, dekat Terminal Rawamangun Jakarta Timur', None, 'Lt. 165', 'Lb. 300', 'Kt. 5', 'Km. 5', 'Garasi 1 mobil', 'Listrik 4300', 'Shm dan Imb', None, 'Harga 3,9M nego', '#ArsBT', 'HUB : IMELDA AN']",['Garasi'],5,5,,300,Pulo Gadung,165,3.900.000.000,SHM - Sertifikat Hak Milik,Rumah
1976,,,,,,,,,,,
1977,"['rumah lama tanahnya lebar jual murah, bebas banjir, jalanan lebar, lingkungan komplek.']","['Carport', 'Garden', 'PAM']",4,3,1,120,Duren Sawit,185,1.850.000.000,SHM - Sertifikat Hak Milik,Rumah
1978,"['Rumah dan Tanah kosong Tanjung Barat Jaksel,Susana tenang dan Bebas Bajir,rumah induk Lt 100M2 dan Tanah Kosong Lt 130M2 bagus buat kontrakan sekitar rmh byk rumah Kontrakan..Surat SHM.(TIDAK MASUK MOBIL)']",,3,1,2,100,Pasar Minggu,230,550.000.000,SHM - Sertifikat Hak Milik,Rumah
1979,"['Jual rumah di Kelapa Gading BCS', 'Lt. 120m, 2 Tingkat', '5 kt, 2 kmd', 'Sertifikat Hak Milik, hadap Utara', 'Harga 2,1 M', 'Call me now, no inbox, no sms, tx']",,5,2,2,175,Kelapa Gading,120,2.100.000.000,SHM - Sertifikat Hak Milik,Rumah
1980,"['ADIPATI RESIDENCE SUDIMARA-BINTARO PERDANA LAUNCHING PERTAMA PEMBELIAN 5UNIT PERTAMA DI JAMIN PASTI UNTUNG ..', None, 'Fasilitas Penunjang Sekitar Cluster :', '-  Tempat Ibadah', '-  Stasiun Sudimara', '-  Sekolah Swasta dan Internasional PAUD/SD/SMP/SMA', '-  Pasar Tradisional Jombang', '-  RS.IMC Bintaro-Jombang', '-  Tol Bintaro-Jakarta', '-  TRANSPARK Bintaro ', '-  Mall Bintaro exchange', '-  RSPI. Bintaro', None, 'Harga Rp. 689 juta ', '- Harga sudah termasuk Biaya Surat - Surat (AJB/BBN/BPHTB/IMB/SHM) ', None, 'UPSS.. TUNGGU DULU JIKA ANDA BOOKING 5UNIT PERTAMA AKAN ADA BONUS SPESIAL PERDANA LAUNCHING SEPERTI : ', '- CASH BACK 30 juta', '- AC 1/2 Pk 2unit', None, 'Ayoo pilih bonus nya yg kamu suka dan ', 'Segera Survei lokasi nya SEKARANG JUGA sebelum kehabisan.. UNIT TERBATAS 20UNIT !!', None, 'Hubungi : Fikri Hamzah L ( Marketing Respon24Jam )']","['AC', 'Carport', 'Garden']",3,2,2,48,Pancoran,60,600.000.000,SHM - Sertifikat Hak Milik,Rumah
1981,"['Dijual Rumah BU !! ', 'Minimalis 2 Lantai', 'Sektor 1 Bintaro Jaya', 'JAKARTA SELATAN', '*Dndy', None, 'LT   180 m² ', 'LB  194 m²', '• 4 Kamar Tidur ', '( Ada R. Wardrobe di kamar utama )', '• 1 Ruang Kerja', '• 3 Kamar Mandi', '( 3 Shower & 1 bathtub)', '• 1 Kloset untuk tamu', '• 1 Kamar Tidur & 1 Kamar Mandi pembantu ', '• Loteng', '• 2 carport dan 1 garasi ', None, 'Fully Furnished', '• 3 AC dan 8 jaringan AC', '  siap pakai', '• Dua Kitchen Set ', '  ( Dapur Basah dan', '   Pantry )', '• Dua set sofa ', '  ( R. Tamu dan ', '    R. Keluarga )', '• Meja makan 6 kursi', '• Lemari Buku dan', '  Ruang Kerja', '• Lemari Wardrobe', '• Kamar Set ', '  Kamar Utama', ' ', None, 'Lingkungan Aman, Tenang dan nyaman ', 'Lokasi Strategis', 'Dekat Taman', None, 'Rp 3,2 Milyar/ Nego', None, 'More Info :', 'Meritha', 'Edwin Bright Property']","['AC', 'Carport']",4,3,2,194,Kebayoran Lama,180,3.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1982,['Dijual murah rumah di kelapagading Jakarta Utara. Rumah terawat. Di dalam komplex. Depan rumah lewat 2 mobil. Rumah lebar 6. Nego sampai jadi'],['Carport'],2,1,2,90,Kelapa Gading,90,1.475.000.000,HGB - Hak Guna Bangun,Rumah
1983,"['NEGO SAMPAI DEAL!!!', None, 'Rumah Bangunan Lama Tapi Siap huni di Sumur Batu', None, 'Lebar Rumah : 10.5 meter', 'Panjang Rumah : 16 meter (menang di panjang)', None, 'Luas tanah 168 sudah termasuk murah harga 2.7M karna masih masuk pasaran 16jt/m. Di sekitar rumah ada yang jual 18-19 juta/m. Rumah ini udah termasuk murah banget dengan kondisi layak huni.', None, 'Bangunan kokoh, Keamanan 24 jam. Mobil bisa parkir didepan rumah.', None, 'Cocok buat tinggal/stok gudang/basecamp kantor/kos2an/rumah kontrakan.', None, 'Rumah masuk komplek, dari pagi sampai malam tenang dan aman. Tidak ada yg berjualan di sekitar lokasi.', None, 'Harga 2.7 M nego sampai deal', 'Depan rumah bisa lewat 2 mobil', None, 'Rute Ringkas : ', None, 'Hanya 5 menit ke Jalan Sumur Batu Raya', '12 menit ke PRJ', '5 menit ke RSUD Kemayoran', '6 menit ke RS Mitra Kemayoran', '10 menit ke Universitas Yarsi', None, 'Minat? Bisa WA ya...']",['PAM'],5,3,1,100,Kemayoran,168,2.700.000.000,SHM - Sertifikat Hak Milik,Rumah
1984,"['Spesifikasi :', '- Luas tanah : 350 m2', '- Luas Bangunan : 600 m2', '- Listrik 12000W', '- Kamar tidur : 6', '- Kamar mandi : 7', '- Ada 6 kamar pembantu dan 2 kamar mandi pembantu', '- Setiap kamar tidur ada kamar mandi dalamnya', '- Ada taman, teras dan gudang', '- Carport 2', None, 'Harga : 25 M - Nego', 'Untuk info lebih lanjut hubungi IMA']","['Carport', 'Garden']",6,7,,600,Kebayoran Baru,350,25.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1985,"['Di jual rumah baru cluster bintaro', 'Sisa 1 unit', 'Luas tanah 81m', 'Bangunan 110m', '2 lantai', '3 kamar', 'Harga Rp 2,2M', 'View selatan', 'Lokasi asri dan tenang', 'Bisa kpr']",,3,2,2,100,Kebayoran Baru,81,2.200.000.000,,Rumah
1986,"['Rumah bagus , siap huni , bebas banjir, jalanan lebar masuk 2 mobil.lingkungan komplek.']","['Carport', 'Garasi']",5,4,2,300,Duren Sawit,230,3.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1987,"['Ajb dengan pemilik', None, 'Luas tanah : 390 m2', 'Luas bangunan : 400 m2 ', 'Cash Keras - Tidak Bisa KPR']",,3,2,,400,Cempaka Putih,390,4.700.000.000,,Rumah
1988,,,,,,,,,,,
1989,"['INI PASTI YANG DICARI - CARI ORANG', None, 'RUMAH READY  DI KOMPLEK YANG SUDAH RAMAI PENGHUNINYA ""GRIYA ASRI PAMULANG."".DAN KERENNYA LAGI, BISA KPR TANPA RIBA KE DEVELOPER SELAMA 10 TAHUN.', None, 'Lokasi dekat MASJID MUHAJIRIN PERMATA PAMULANG.', '>  3,3 Km ke RS .Permata Pamulang', '>  3,9 Km ke Pamulang Square', '>  3,9 Km ke Universitas Pamulang 2', '>  4,3 Km ke Starbucks Coffee / Upnormal Pamulang', '> 5,1 Ke Polsek Pamulang', '>  8,9 Km ke Pool/ ShuttlebTransjakarta Ciputat', '> 10 Km ke Mc Donals Gaplek', '> 10 Km ke Pasar Modern dan Tol BSD', None, 'Perhatikan Kwalitas Bangunan yang unggul di kelasnya', None, 'SPESIFIKASI RUMAH PAMULANG Type 40/60', '- Pondasi: Struktur beton bertulang', '- Dinding: Hebel diplester, aci & cat', '- Rangka Atap: Baja ringan', '- Penutup atap: Genteng plat beton', '- Plafon: Gypsum dicat', '- Lantai: granit 60x60', '- Kusen Pintu: Almunium', '- Kusen Jendela: alumunium', '- Pintu: Kayu Meranti', '- Meja dapur: Plat beton keramik 20x20', '- Air bersih: Sumur bor (jet pump)', '- Listrik: PLN 1300 watt', None, 'KAMAR MANDI', '- Pintu & Kusen: Fiber/ PVC', '- Lantai: Keramik 20 x 20', '- Dinding: granit 60x60', '- Sanitair: Closet duduk', '- Gratis: Mesin jet pump', None, 'SIAPA CEPAT DIA DAPAT, EXCLUSIVE SATU UNIT SAJA', None, 'Hub Segera :', 'Badriah,Fast Respon ,WhatsApp di Profile']","['Carport', 'Garden']",2,1,1,40,Pesanggrahan,60,475.000.000,SHM - Sertifikat Hak Milik,Rumah
1990,"['Rumah Mewah 2 Lantai di Jakarta Selatan dengan Disgn yg Menarik dan Elegant', None, 'Ucapan Terimakasih kepada para Konsumen at as Kepercayaan yang telah Banyak Membeli Dan mempercayakan : Kebutuhan Rumah & Investasi kepada : SYAMSIDAR  Marketing In House', None, 'Di Jual!! ', None, '"" RUMAH MEWAH DI JAKARTA ', '   SELATAN DENGAN DESIGN YG', '   MENARIK 2 LANTAI', None, 'Rumah 2 Lantai dengan Akses Strategis, Lingkungan Aman,  Nyaman & Bebas Banjir', None, 'Cara Bayar : ', '- Cash Keras/Bertahap', '- Legal Documen SHM', '- Booking Fee : 10 Jt', None, 'Spesifikasi', '- 2 Lantai', '- 2 Kamar Tidur', '- 2 Kamar Mandi', '- 1Ruang Keluarga', '- 1 Carpot', '- Instalasi AC', '- Instalasi water ', '  Heter', '- Listrik 2200 Watt', '- Air PDAM', None, 'Other Speak', '- Pondasi Ceker Ayam', '- struktur Beton ', '  Bertulang', '- Rangka Atap Baja ', '  Ringan', '- Genteng Multi Roop', '- Dinding Double ', '  Hebel', '- Lantai Granite 60×60', '- Jendela Aluminium', '- Plafon Hollow ', '  Gypsum', '- Pintu Kayu', '- Sanitary Closet ', '  Duduk ( Toto) ', None, 'Keunggulan', 'Kualitas material terbaik', 'Hasil pembagunan yang memuaskan', 'Akses Mudah ke Perkantoran, RS, Sekolah, Kampus, Pasar, pertokoan, Moll, Toll, Busway & Stasiun Kereta', None, 'Unit Terbatas 1 s/d 2 bulan sold out', 'PESAN SEGERA SEBELUM KEHABISAN', None, 'INFO CLUSTER & SURVEY LOKASI ( WA/COLL IBU SYAMSIDAR) ', 'MARKETING PROPERTY IN HOUSE', None, 'ADA BONUS SPECIAL UNTUK PEMBELIAN DI BLN INI. ', 'Survey Lokasi segera...']","['AC', 'PAM']",2,1,2,36,Cempaka Putih,26,575.000.000,SHM - Sertifikat Hak Milik,Rumah
1991,"['Di jual rumah seken butuh renovasi dalam komplek dengan jalan lebar, keamanan 24 jam,nyaman sekali dan lokasi dijamin sangat strategis.', 'Lokasi jatipadang pasar minggu jaksel dekat Mc.D dan Smu 28.', None, 'Lt.210m Lb.-+200m', '2 lantai', '4kt n 4km', '1 garasi n 1 carport', 'Listrik 2200watt', 'Halaman', 'Listrik 2200w', 'Surat SHM', 'harga 3,5 milyar nego', 'Peminat serius chat via wa']",['Carport'],4,4,2,200,Pasar Minggu,210,3.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1992,"['Rumah dihook dikota depok', None, 'Tersedia 68 unit , sudah terjual 32 unit', '  "" Ready stock ""', None, 'Fasilitas perumahan di lengkapi dengan :', '  Pos satpam depan', 'Pos satpam belakang', '    Taman bermain anak2', 'Security 24 jam', '  Musollah', 'Pintu gerbang + cctv', '   Jalanan lebar muat 2 mobil.', '-', None, 'Type 45/60 harga 285 jt', 'Cash bertahap 3x bayar', 'Cash keras dapat diskon 15 juta', 'Tidak di KPR bank / kredit .', None, None, 'Harga 285 jt sudah all in', 'Pembayaran cash bertahap 3x bayar', 'Cash keras 1x bayar dapat diskon 15 jt', '   Tidak di KPR bank / kredit .', '-', 'Legalitas : ', 'Sertifikat hak milik ( SHM )', 'IMB + PBB .', '-', 'Lokasi bebas banjir , bebas polusi , bebas sutet , bebas longsor , bebas macet', 'Lingkungan nyaman , udara sejuk.', '-', 'Lokasi strategis', '5 menit ke pintu tol sawangan', '     Dekat mall DTC , mall Cinere , mall sawangan , swalayan , indomart , Alfamidi , Alfamart , ATM center , dll.', None, 'Dekat RSUD Depok , RS Bhakti Yuda , puskesmas , klinik , apotik , bidan , dll', None, 'Dekat sekolahan swasta-negri , kampus ternama , sdit , TK , paud , dll', None, 'Dekat kubah mas ', '10 menit ke stasiun , terminal Depok , plaza Depok , Margo city , ITC Depok , dll', '-', None, 'Survey lokasi nya', '  Tlpn / wa', None, ' -']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Telephone']",2,1,1,45,Jatinegara,60,285.000.000,SHM - Sertifikat Hak Milik,Rumah
1993,"['Rumah Dijual:', 'Fatmawati Town House,  Pondok Labu - Cilandak, Jakarta Selatan 12420.', None, '1.Luas Tanah: 323 M2.', '2. Luas Bangunan: 296 M2.', '3. Private Swimming Pool.', '4. Floor: 2 Lantai.', '5. Kamar Tidur: 4 KT.', '6. Kamar Mandi: 3 KM.', '7. Taman: Didepan.', '8. Garasi & Carport: 4 Mobil.', '9. PLN: 16000 Watt.', '10. Air: Jetpump.', None, 'Sertifikat di Bank.', 'Harga Dibawah NJOP.', 'Harga NJOP Rp 7 M (Pembulatan).', 'Harga Jual Rp 6,2 M - Nett (Bottom Price).']",,4,3,2,296,Kebayoran Baru,323,6.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1994,"['Green Serpong Ciater', 'Temukan Property Terbaik Anda Di Hunian 2 Lantai Modern ekslusif & Asri Di BSD CITY', 'Type 65/56', 'Harga 698 Juta Sudah Dapat Rumah & Tanah di Kawasan Bebas Banjir', 'Limited Edition', 'Limited Stock', 'Show Unit Terbatas hanya 10 unit', '1000% Termurah di Kawasan Bsd City Hanya 698 juta Survey langsung Lokasinya', 'Lokasi yang sangat super strategis & Terjangkau Semua Akses Bsd', '1,5 km toll bsd', '1,5 km pasar modern bsd', '1,5 km pusat bisnis bsd', '1,5 km sekolah insani cendikia&santa usula bsd', '2 km stasiun rawa buntu', 'Booking Segera show unitnya', 'dan Dapatkan Promo Menarik', 'selagi masih ada yg murah kenpa harus beli yg mahal hunian 2 lantai dibsd', 'Payment very fleksibel', 'proses siap dibantu dengan senang hati', 'menunda= Menunggu Harga Naik', 'More Info Detail/Survey', 'Fita']","['AC', 'Carport', 'Garasi', 'PAM']",2,2,2,61,Matraman,65,500.000.055,,Rumah
1995,"['Biaya Notaris ditanggung penjual ya', None, 'Rumah 2 lantai dan kost kost an karyawati', 'Aman depan rumah pos satpam dan kantor', 'Lokasi hook dan strategis', 'Akses :', 'Dekat ', 'Kampus Ikj', 'Indomaret', 'Sekiolah SD katolik', 'Kantor kantor perwakilan daerah', 'Rspad', 'Atrium', 'Senen', 'Aryaduta', 'Bsi', 'Rscm', 'Gunung agung', 'Pondasi dibuat untuk 3 lantai kalau mau nambah kamar kost masi bisa 10 kamar lagi', 'Lantai bawah', '1 kamar utama (kamar mandi dalam)', '2 kamar tidur', '2 kamar mandi', '1 kamar pembantu', '2 carpot', '\xa0\xa0 1. Bisa 2 mobil', '\xa0\xa0 2. Kecil untuk city car (kelasnya brio)', 'Lantai atas', '1 kamar mandi dalem tanpa ( AC Rp. 1. 750 × 1 ) ', '3 kamar AC ( Rp. 1.750 × 3 ).', '7 Yg tanpa AC ( Rp. 1.150 × 8 ).', '1.750.000+5.250.000+9.200.000= 16.200.000', '3 Kamar mandi luar ', '1 spot jemuran', '1 spot cuci piring', '1 spot potsink', None, 'Harga 12 M  ', 'Lokasi strategis jalan 2 mobil']",['Carport'],>10,7,2,260,Pancoran,210,10.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1996,"['For Sale - Rumah Cantik Sangat Asri di Lebak Bulus', None, 'Rumah Cantik ini memiliki taman dibagian depan maupun belakang rumah, sehingga menambah kesan hijau dan asri.', None, 'Selain itu rumah ini jg memiliki pencahayaan yg maksimal, dan layout ruang yang lapang.', None, 'Luas tanah 304 m2', 'Luas bangunan 400 m2', 'Kamar tidur 4+1', 'Kamar mandi 5+1', 'Taman depan dan belakang', 'Garasi 1, Carport 2', 'Hadap Timur', None, 'Harga 8.8 Milyar', None, 'Property Consultant', 'Ray White Cinere', None, 'Survey dengan Agen Terpercaya sangat menyenangkan. ', 'Hubungi :', 'Inung Mansyur', 'inungraywhite.agent.co.id', '-mar']","['Carport', 'Garden', 'Garasi']",4,5,,400,Cilandak,304,8.800.000.000,SHM - Sertifikat Hak Milik,Rumah
